title,content
공통 - 핵심 역량 목표 수립,
공통 - 핵심 역량 목표 달성률 평가,
공통 - 이번 주 할 일(업무) 검토,
공통 - WIL(What I Learned) 작성,
공통 - 팀 협업 룰/팁 정리 및 합의,
basic - 문자열 - 회문(Palindrome) 판별,
basic - 배열 - 2차원 배열 회전,
basic - 파이썬 문법 - 리스트와 딕셔너리 활용,
basic - 완전탐색 - 두 수의 합 찾기,
basic - 재귀함수 - 팩토리얼과 피보나치,
basic - 백트래킹 - 조합 생성,
basic - 복잡도 - 중복 원소 찾기 (3가지 방법),
basic - 정렬 - 버블 정렬 구현,
basic - 정수론 - 최대공약수(GCD)와 최소공배수(LCM),
basic - 이분탐색 - 이분 탐색 구현,
basic - 분할정복 - 배열의 최댓값 찾기,
basic - 스택 - 괄호 짝 맞추기,
basic - 큐 - 프린터 대기열,
basic - 연결 리스트 - Linked List 기본 구현,
basic - 해시 테이블 - 학생 성적 관리,
advanced - 정렬 - 퀵 정렬 구현,
advanced - 정렬 - 머지 정렬 구현,
advanced - 우선순위 큐 - 응급실 환자 관리,
advanced - 재귀 - 하노이의 탑,
advanced - 백트래킹 - N-Queen,
