title,content
공통 - 핵심 역량 목표 수립,
공통 - 핵심 역량 목표 달성률 평가,
공통 - 이번 주 할 일(업무) 검토,
공통 - WIL(What I Learned) 작성,
공통 - 팀 협업 룰/팁 정리 및 합의,
학습 - 가상메모리 & 페이징,
학습 - 동적메모리할당 (힙 & sbrk & malloc & free),
학습 - 메모리 단편화,
학습 - 메모리 할당 정책 (first fit & next fit & best fit),
학습 - implicit free list & explicit free list,
학습 - demand-zero memory,
학습 - 시스템콜,
학습 - DMA,
구현 - 가용리스트 조작 매크로,
구현 - mm_init,
구현 - extend_heap,
구현 - mm_free,
구현 - coalesce,
구현 - mm_malloc,
구현 - find_fit (first fit 방식 - first/next 둘중 한개는 필수),
구현 - find_fit (next fit 방식 - first/next 둘중 한개는 필수),
구현 - find_fit (옵션: explicit 또는 seglist 방식),
구현 - place,
구현 - realloc,
테스트 - short1-bal.rep -> valid yes,
테스트 - short2-bal.rep -> valid yes,
테스트 - amptjp-bal.rep -> valid yes,
테스트 - cccp-bal.rep -> valid yes,
테스트 - cp-decl-bal.rep -> valid yes,
테스트 - expr-bal.rep -> valid yes,
테스트 - coalescing-bal.rep -> valid yes,
테스트 - random-bal.rep -> valid yes,
테스트 - random2-bal.rep -> valid yes,
테스트 - binary-bal.rep -> valid yes,
테스트 - binary2-bal.rep -> valid yes,
테스트 - realloc-bal.rep -> valid yes,
테스트 - realloc2-bal.rep -> valid yes,
테스트 - perf index (util),
테스트 - perf index (thru),
