title,content
공통 - 핵심 역량 목표 수립,
공통 - 핵심 역량 목표 달성률 평가,
공통 - 이번 주 할 일(업무) 검토,
공통 - WIL(What I Learned) 작성,
공통 - 팀 협업 룰/팁 정리 및 합의,
학습 - kaist gitbook Introduction Getting Started,
학습 - kaist gitbook Project1 Threads,
학습 - kaist gitbook Project1 FAQ & Appendix Threads Synchronization,
테스트 - alarm-single,
테스트 - alarm-multiple,
테스트 - alarm-simultaneous,
테스트 - alarm-priority,
테스트 - alarm-zero,
테스트 - alarm-negative,
테스트 - priority-change,
테스트 - priority-donate-one,
테스트 - priority-donate-multiple,
테스트 - priority-donate-multiple2,
테스트 - priority-donate-nest,
테스트 - priority-donate-sema,
테스트 - priority-donate-lower,
테스트 - priority-fifo,
테스트 - priority-preempt,
테스트 - priority-sema,
테스트 - priority-condvar,
테스트 - priority-donate-chain,
테스트 - mlfqs-load-1,
테스트 - mlfqs-load-60,
테스트 - mlfqs-load-avg,
테스트 - mlfqs-recent-1,
테스트 - mlfqs-fair-2,
테스트 - mlfqs-fair-20,
테스트 - mlfqs-block,
테스트 - mlfqs-nice-2,
테스트 - mlfqs-nice-10,

